UniProt_Accession,Gene_Name,Confidence_Level,SMILES,InChI_Key,Molecular_Formula,Molecular_Weight,Classification
P42345,MTOR,2,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,VFLDPWHFBUODDF-UHFFFAOYSA-N,C21H20O6,368.39,inhibitor
P42345,MTOR,2,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)O,XMOCLSLCDHWDHP-UHFFFAOYSA-N,C15H14O7,306.27,inhibitor
P42345,MTOR,2,C1=C(C=C(C(=C1O)O)O)C(=O)O,LNTHITQWFMADLM-UHFFFAOYSA-N,C7H6O5,170.12,inhibitor
P42345,MTOR,2,CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=CC=C4)C(=O)NC)N5CCOCC5C,JUSFANSTBFGBAF-UHFFFAOYSA-N,C25H30N6O3,462.55,inhibitor
P42345,MTOR,2,CN(C)C1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)NC3=CC=C(C=C3)C4=NC(=NC(=N4)N5CCOCC5)N6CCOCC6,DWZAEMINVBZMHQ-UHFFFAOYSA-N,C32H41N9O4,615.74,inhibitor
P42345,MTOR,2,COC1=C(C=C(C=N1)C2=CC3=C(C=CN=C3C=C2)C4=CN=NC=C4)NS(=O)(=O)C5=C(C=C(C=C5)F)F,CGBJSGAELGCMKE-UHFFFAOYSA-N,C25H17F2N5O3S,505.51,inhibitor
P42345,MTOR,2,CN1C2=CN=C3C=CC(=CC3=C2N(C1=O)C4=CC(=C(C=C4)N5CCNCC5)C(F)(F)F)C6=CN=C(C=C6)OC.C(=CC(=O)O)C(=O)O,YUXMAKUNSXIEKN-UHFFFAOYSA-N,C32H29F3N6O6,650.61,inhibitor
P42345,MTOR,2,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N,ULDXWLCXEDXJGE-UHFFFAOYSA-N,C25H21N5O,407.48,inhibitor
P42345,MTOR,2,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2,QFWCYNPOPKQOKV-UHFFFAOYSA-N,C16H13NO3,267.28,inhibitor
P42345,MTOR,2,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC=C4,CZQHHVNHHHRRDU-UHFFFAOYSA-N,C19H17NO3,307.35,inhibitor
P42345,MTOR,2,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OP(=O)(C)C)C)C)O)OC)C)C)C)OC,BUROJSBIWGDYCN-UHFFFAOYSA-N,C53H84NO14P,990.22,inhibitor
P42345,MTOR,2,CC(C)N1C2=NC=NC(=C2C(=N1)C3=CC4=C(N3)C=CC(=C4)O)N,MFAQYJIYDMLAIM-UHFFFAOYSA-N,C16H16N6O,308.35,inhibitor
P42345,MTOR,2,CC(C)N1C2=NC=NC(=C2C(=N1)C3=CC(=CC=C3)C(=O)NC4=NCCS4)N,WGYPOAXANMFHMT-UHFFFAOYSA-N,C18H19N7OS,381.47,inhibitor
P42345,MTOR,2,CC(C)N1C2=NC=NC(=C2C(=N1)C3=CC(=C(C=C3)Br)O)N,ZLMVXCGWUJXFNP-UHFFFAOYSA-N,C14H14BrN5O,348.20,inhibitor
P42345,MTOR,2,CC(C)N1C2=NC=NC(=C2C(=N1)C3=CN=C4C(=C3)C=CN4)N,KTTGLAHMSDMRLJ-UHFFFAOYSA-N,C15H15N7,293.33,inhibitor
P42345,MTOR,2,CCCC1=NN(C2=C1N=C(NC2=O)C3=CC(=CC(=C3)OC)OC)C,PJFXFFSYRXZKDQ-UHFFFAOYSA-N,C17H20N4O3,328.37,inhibitor
P42345,MTOR,2,CC(C)N1C2=NC=NC(=C2C(=N1)C3=CC4=C(C=C3)OC(=N4)N)N,GYLDXIAOMVERTK-UHFFFAOYSA-N,C15H15N7O,309.33,inhibitor
P42345,MTOR,2,CCOC(CN1C2=NC=NC(=C2C(=N1)C3=CC4=C(C=C3)OC(=N4)N)N)OCC,PSICWGWNIOOULV-UHFFFAOYSA-N,C18H21N7O3,383.41,inhibitor
P42345,MTOR,2,CCOC(CN1C2=NC=NC(=C2C(=N1)C3=CN=C4C(=C3)C=CN4)N)OCC,PABMYTICQCKZAG-UHFFFAOYSA-N,C18H21N7O2,367.41,inhibitor
P42345,MTOR,2,C1COC(O1)CN2C3=NC=NC(=C3C(=N2)C4=CC5=C(C=C4)OC(=N5)N)N,JSPBEUDGGZHEMZ-UHFFFAOYSA-N,C16H15N7O3,353.34,inhibitor
P42345,MTOR,2,CC(C)(O)C(N1CCO)=NC2=C1N=C(C3=CN=C(NC(NCC)=O)N=C3)N=C2N4[C@@H](C)COCC4,AILBONWTARQUAO-ZDUSSCGKSA-N,C22H31N9O4,485.55,inhibitor
P42345,MTOR,2,CCCN1C=NC2=C1N=C(C=C2N3CCOCC3C)C4=CC=C(C=C4)NC(=O)NCC,MNOWCABUEYBUCD-UHFFFAOYSA-N,C23H30N6O2,422.53,inhibitor
P42345,MTOR,2,CCNC(=O)NC1=CC=C(C=C1)C2=NC3=C(C(=C2)N4CCOCC4C)N=C(N3CC)C,IMTGROPFAUHZKC-UHFFFAOYSA-N,C23H30N6O2,422.53,inhibitor
P42345,MTOR,2,CC(C)(C1=NC2=C(N1CCO)N=C(N=C2N3CCOCC3)C4=CN=C(N=C4)N)O,FDDKQQRYIKXUCV-UHFFFAOYSA-N,C18H24N8O3,400.44,inhibitor
P42345,MTOR,2,C1CCC(C1)N2C3=NC=NC(=C3C(=N2)C4=CN=C5C(=C4)C=CN5)N,NVRXTLZYXZNATH-UHFFFAOYSA-N,C17H17N7,319.37,inhibitor
P42345,MTOR,2,COC(=O)NC1=CC=C(C=C1)C2=NC3=C(C=NN3C4CCN(CC4)C(=O)OC)C(=N2)N5CCOCC5,IMXHGCRIEAKIBU-UHFFFAOYSA-N,C24H29N7O5,495.54,inhibitor
P42345,MTOR,2,CC1CN(CC(O1)C)C2=NC3=C(C=CC(=N3)C4=CC(=C(C=C4)OC)CO)C(=N2)N5CCOCC5,RFSMUFRPPYDYRD-UHFFFAOYSA-N,C25H31N5O4,465.55,inhibitor
P42345,MTOR,2,CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCOCC5C,KVLFRAWTRWDEDF-UHFFFAOYSA-N,C25H31N5O4,465.55,inhibitor
P42345,MTOR,2,C1COCCN1C2=NC(=NC3=C2N=CC=C3)C4=CC=C(C=C4)NC(=O)NC5=CC=C(C=C5)CO,NUVCPSZAUMDZDL-UHFFFAOYSA-N,C25H24N6O3,456.51,inhibitor
P42345,MTOR,2,CC(=O)NC1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=NC4=C(C(=N3)N5CCOCC5)N=CC=C4,KKPAKKOQIQMQRC-UHFFFAOYSA-N,C26H25N7O3,483.53,inhibitor
P42345,MTOR,2,C1OC2=C(O1)C=C3C(=C2)C(=C4C=COC4=N3)OC5=CC=C(C=C5)[N+](=O)[O-],KZUIMNBPJZHPNE-UHFFFAOYSA-N,C18H10N2O6,350.29,inhibitor
P42345,MTOR,2,COC1=CC2=C(C=C1)C(=C3C=COC3=N2)OC4=CN=CC=C4,XXTNKZBBEQAHGV-UHFFFAOYSA-N,C17H12N2O3,292.29,inhibitor
P42345,MTOR,2,COC1=CC2=C(C=C1)C(=C3C=COC3=N2)SC4=CC=C(C=C4)[N+](=O)[O-],DLNXNKRVKJHRQD-UHFFFAOYSA-N,C18H12N2O4S,352.37,inhibitor
P42345,MTOR,2,C1OC2=C(O1)C=C3C(=C2)C(=C4C=COC4=N3)N5C=CN=C5,RSLLTFUPFLHVNX-UHFFFAOYSA-N,C15H9N3O3,279.25,inhibitor
P42345,MTOR,2,COC1=C(C=C2C(=C1)C(=C3C=COC3=N2)OC4=CN=CC=C4)OC,DQRNTHCTHYSSPJ-UHFFFAOYSA-N,C18H14N2O4,322.32,inhibitor
P42345,MTOR,2,CC(=O)C1=CC=C(C=C1)NC2=C3C=COC3=NC4=C2C=CC(=C4)OC,WDUROPLTLATKGN-UHFFFAOYSA-N,C20H16N2O3,332.36,inhibitor
P42345,MTOR,2,CCC(=O)N1CCN(CC1)C2=C(C=C(C=C2)N3C(=O)C=CC4=CN=C5C=CC(=CC5=C43)C6=CC7=CC=CC=C7N=C6)C(F)(F)F,AKCRNFFTGXBONI-UHFFFAOYSA-N,C35H28F3N5O2,607.64,inhibitor
P42345,MTOR,2,C1=CC(=CC(=C1)N2C(=O)C=CC3=CN=C4C=CC(=CC4=C32)C5=CN=C(C=C5)N)C(F)(F)F,GUXXEUUYCAYESJ-UHFFFAOYSA-N,C24H15F3N4O,432.41,inhibitor
P42345,MTOR,2,C1COC2=C(CN1C(=O)C3=CC=C(C=C3)C(=O)C(F)(F)F)C=C(C=C2)C4=CC5=CC=CC=C5N=C4,BRPVOIKSYPEHFJ-UHFFFAOYSA-N,C27H19F3N2O3,476.45,inhibitor
P42345,MTOR,2,CC1=C(C=CC(=C1F)S(=O)(=O)C)C(=O)N2CCOC3=C(C2)C=C(C=C3)C4=CN=C(C=C4)N,LNFBAYSBVQBKFR-UHFFFAOYSA-N,C23H22FN3O4S,455.51,inhibitor
P42345,MTOR,2,C1CN(CCN1)C2=C(C=C(C=C2)NC3=C4C=C(C=CC4=NC=C3C(=O)N)C5=CC6=CC=CC=C6N=C5)C(F)(F)F,OMHUCXFOELCCKH-UHFFFAOYSA-N,C30H25F3N6O,542.57,inhibitor
P42345,MTOR,2,COC1=C(C=C(C=N1)C2=CC3=C(C=CN=C3C=C2)C#CCN4CCN(CC4)S(=O)(=O)C)NS(=O)(=O)C5=C(C=C(C=C5)F)F,BBRINJUWZRLWKK-UHFFFAOYSA-N,C29H27F2N5O5S2,627.70,inhibitor
P42345,MTOR,2,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,WHTVZRBIWZFKQO-UHFFFAOYSA-N,C18H26ClN3,319.88,inhibitor
P42345,MTOR,2,CCC1=CC=C(C=C1)C(=O)C2=C(C3=CC4=C(C=C3N=C2)OCCO4)N5CCC(CC5)C(=O)N,TZUJFIBUVNERIP-UHFFFAOYSA-N,C26H27N3O4,445.52,inhibitor
P42345,MTOR,2,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl,BPQMGSKTAYIVFO-UHFFFAOYSA-N,C19H14Cl2N2O3S,421.31,inhibitor
P42345,MTOR,2,C1COCCN1C2=NC(=NC(=C2)C3=CC=C(C=C3)NC(=O)NC4=CC(=C(C=C4)Cl)C5=CC=CC=C5)N6CCOCC6,DOJCZXDEADQBHC-UHFFFAOYSA-N,C31H31ClN6O3,571.08,inhibitor
P42345,MTOR,2,C1COCCN1C2=NC(=NC(=N2)C3=CC=C(C=C3)NC(=O)NC4=CC(=C(C=C4)Cl)C5=CC=CC=N5)N6CCOCC6,YZZIIKPHTZDEAL-UHFFFAOYSA-N,C29H29ClN8O3,573.06,inhibitor
P42345,MTOR,2,COC1=CC(=CC(=C1O)OC)C=NNC2=NC(=NC(=N2)N3CCOCC3)N4CCOCC4,XYCSUHCWBVIYOT-UHFFFAOYSA-N,C20H27N7O5,445.48,inhibitor
P42345,MTOR,2,COC1=CC(=CC(=C1O)OC)C2=CN(C=N2)C3=NC(=NC(=N3)N4CCOCC4)N5CCOCC5,BEQAGKWUABUSFV-UHFFFAOYSA-N,C22H27N7O5,469.50,inhibitor
P42345,MTOR,2,CC1=NC(=NC(=N1)N2C3=CC=CC=C3N=C2NC4=CC=NN4)N,DMMFPXAFVNDPCA-UHFFFAOYSA-N,C14H13N9,307.32,inhibitor
P42345,MTOR,2,CC1=NC(=NC(=N1)N)C2=C(N=C3N2C=CC=C3)NC4=CC=NN4,OEQWYIZFUDGMEW-UHFFFAOYSA-N,C14H13N9,307.32,inhibitor
P42345,MTOR,2,CC1=NC(=NC(=N1)N)C2=C(N=C3N2C=C(C=C3)C4=CN=CN=C4)NC5=CC=NN5,VLUBDPDZETYNRC-UHFFFAOYSA-N,C18H15N11,385.40,inhibitor
P42345,MTOR,2,ClC1=NC=C(C2=CN=C(NC(C)=O)S2)C=C1NS(C)(=O)=O,AUBJOHYJWNMWBJ-UHFFFAOYSA-N,C11H11ClN4O3S2,346.82,inhibitor
P42345,MTOR,2,CC1=C(SC(=N1)NC(=O)C)C2=CC(=C(N=C2)Cl)NS(=O)(=O)C3=CC=CC=C3,VULGUOVYKQGGKY-UHFFFAOYSA-N,C17H15ClN4O3S2,422.92,inhibitor
P42345,MTOR,2,CC1COCCN1C2=CC(=NN3C2=NC=C3)C4=CC=C(C=C4)NC(=O)NC5=CN=CC=C5,BKMXVVIHRZYVSO-UHFFFAOYSA-N,C23H23N7O2,429.48,inhibitor
P42345,MTOR,2,CC1COCCN1C2=CC(=NN3C2=NC=C3)C4=CC=C(C=C4)NC(=O)NC5=CC=NC=C5,JDBFJYXPPSRGTL-UHFFFAOYSA-N,C23H23N7O2,429.48,inhibitor
P42345,MTOR,2,CC(C)(C1=NC=C(C=C1)C2=CN=C3C(=N2)N(C(=O)CN3)C4CCC(CC4)OC)O,UFKLYTOEMRFKAD-UHFFFAOYSA-N,C21H27N5O3,397.48,inhibitor
P42345,MTOR,2,C1COCCN1C2=NC(=NC3=C2C=CC(=C3)NC4=C(N=CC=C4)C#N)C5=CN=C(N=C5)N,IOWVRIYKSLICNE-UHFFFAOYSA-N,C22H19N9O,425.46,inhibitor
P42345,MTOR,2,NC1=NC2=C(C(C)=N1)CC(C3=CC=C(OC)N=C3)C(N2[C@@H]4CC[C@@H](OCCO)CC4)=O,HRZNYBHPZPGNIR-IBOPQAGSSA-N,C22H29N5O4,427.51,inhibitor
P42345,MTOR,2,CC1=C(C=CC=N1)C2=CN3C(=NC(=C3C4=CC(=NC(=N4)C)NC(=O)C)NC5=NN(C=C5)C)C=C2,YQTDIAJNWCPLOM-UHFFFAOYSA-N,C24H23N9O,453.51,inhibitor
P42345,MTOR,2,CCNC(=O)NC1=CC=C(C=C1)C2=NC3=C(C(=N2)N4CCOCC4)SC(=C3)C(C)(C)O,SZCIVAGLLOHSLG-UHFFFAOYSA-N,C22H27N5O3S,441.56,inhibitor
P42345,MTOR,2,CCNC(=O)NC1=CC=C(C=C1)C2=NC3=C(CCN(C3)C4=NC=CC=N4)C(=N2)N5CCOCC5,GONDQBGXBXPIQL-UHFFFAOYSA-N,C24H28N8O2,460.54,inhibitor
P42345,MTOR,2,CCNC(=O)NC1=CC=C(C=C1)C2=NC3=C(CCN(C3)C4=NC=CC=N4)C(=N2)N5CCOCC5C,WQBAZXIQANTUOY-UHFFFAOYSA-N,C25H30N8O2,474.57,inhibitor
P42345,MTOR,2,CC1COCCN1C2=NC(=CC(=N2)C3=C(C=CC(=C3)F)S(=O)(=O)C)C4=CC=C(C=C4)NC(=O)NCC(F)F,SKXDOVJWDKHFEB-UHFFFAOYSA-N,C25H26F3N5O4S,549.58,inhibitor
P42345,MTOR,2,CCOC(=O)N1CC2=C(C1)N=C(N=C2N3CCOCC3C)C4=CC=C(C=C4)NC(=O)NC5CC5,YBENAUBFAHYDHO-UHFFFAOYSA-N,C24H30N6O4,466.54,inhibitor
P42345,MTOR,2,CCNC(=O)NC1=CC=C(C=C1)C2=NC3=C(CS(=O)(=O)C3(C)C)C(=N2)N4CCOCC4C,IZLPVLBNRGPOHA-UHFFFAOYSA-N,C22H29N5O4S,459.57,inhibitor
P42345,MTOR,2,CCNC(=O)NC1=CC=C(C=C1)C2=NC3=C(CCN(C3)C4COC4)C(=N2)N5CCOCC5C,RGJOJUGRHPQXGF-UHFFFAOYSA-N,C24H32N6O3,452.56,inhibitor
P42345,MTOR,2,CCNC(=O)NC1=CC=C(C=C1)C2=NC3=C(CC4CCC3N4C5COC5)C(=N2)N6CCOCC6C,NHJAMHLWORQRFH-UHFFFAOYSA-N,C26H34N6O3,478.60,inhibitor
P42345,MTOR,2,CCN1C2=NC(=NC(=C2C=C(C1=O)C3=CC=NN3)C)N,RGHYDLZMTYDBDT-UHFFFAOYSA-N,C13H14N6O,270.30,inhibitor
P42345,MTOR,2,CC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC4=CC=CC=C4N=C3NC5=CC(=CC(=C5)OC)OC)OC,HJSSPYJVWLTYHG-UHFFFAOYSA-N,C31H29N5O6S,599.67,inhibitor
P42345,MTOR,2,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,PQLXHQMOHUQAKB-UHFFFAOYSA-N,C21H46NO4P,407.58,inhibitor
P42345,MTOR,2,CC1=CC=C(C=C1)S(=O)(=O)NC2=NC3=CC=CC=C3N=C2NC4=CC5=NSN=C5C=C4,MQMKRQLTIWPEDM-UHFFFAOYSA-N,C21H16N6O2S2,448.53,inhibitor
P42345,MTOR,2,CN1C(=C(C=N1)Cl)C2=C(SC(=C2)C(=O)NC(CC3=CC(=C(C=C3)F)F)CN)Cl.Cl,BCVQLTLODHPIJM-UHFFFAOYSA-N,C18H17Cl3F2N4OS,481.78,inhibitor
P42345,MTOR,2,CC(C1=CC2=C(C(=CC=C2)Cl)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5,SJVQHLPISAIATJ-UHFFFAOYSA-N,C22H17ClN6O,416.87,inhibitor
P42345,MTOR,2,CN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)NC(CC3=CC(=C(C=C3)F)F)CN)Cl,AXTAPYRUEKNRBA-UHFFFAOYSA-N,C18H16Cl2F2N4O2,429.25,inhibitor
P42345,MTOR,2,CC1=C(SC(=N1)NC(=O)N2CCCC2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,STUWGJZDJHPWGZ-UHFFFAOYSA-N,C19H22F3N5O2S,441.48,inhibitor
P42345,MTOR,2,CCC(C1=NC2=C(C(=CC=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5,IFSDAJWBUCMOAH-UHFFFAOYSA-N,C22H18FN7O,415.43,inhibitor
P42345,MTOR,2,CN1C2=NC=NC3=C2C(=CN3C4C(C(C(O4)CO)O)O)C(=N1)N,HOGVTUZUJGHKPL-UHFFFAOYSA-N,C13H16N6O4,320.31,inhibitor
P42345,MTOR,2,CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6,LHNIIDJUOCFXAP-UHFFFAOYSA-N,C23H27N7O3S2,513.65,inhibitor
P42345,MTOR,2,CC1C(C(OC1C2=CC(=C(C=C2)OC(C)C(C3=CC4=C(C=C3)OCO4)O)OC)C5=CC(=C(C=C5)OC(C)C(C6=CC(=C(C=C6)OC)OC)O)OC)C,GSWZMFDCPMPHDL-UHFFFAOYSA-N,C41H48O11,716.82,inhibitor
P42345,MTOR,2,CC1=C(OC)C=C(N=C(OC=C2)C2=C3OC4=CC=CN=C4)C3=C1,YXWAHNCYINGYCY-UHFFFAOYSA-N,C18H14N2O3,306.32,inhibitor
P42345,MTOR,2,CC(C)N1C=NC2=C(N=C(N=C21)N3CCOCC3)C4=CC(=CC=C4)OCCCC(=O)NO,JSFJWFPAULATEH-UHFFFAOYSA-N,C22H28N6O4,440.50,inhibitor
P42345,MTOR,2,CC(=O)OC1CC2(C(CCC2=O)C3=C1C4(C(OC(=O)C5=COC(=C54)C3=O)COC)C)C,QDLHCMPXEPAAMD-UHFFFAOYSA-N,C23H24O8,428.44,inhibitor
P42345,MTOR,2,CN1CCN(CC1)CCC2=NN=C(O2)C3=CN=C4N3C=C(C=C4)C5=CC(=C(N=C5)OC)NS(=O)(=O)C6=C(C=C(C=C6)F)F,LSPJWTULWKYRTQ-UHFFFAOYSA-N,C28H28F2N8O4S,610.65,inhibitor
P42345,MTOR,2,CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)O)C,YPHMISFOHDHNIV-UHFFFAOYSA-N,C15H23NO4,281.35,inhibitor
P42345,MTOR,2,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,QJJXYPPXXYFBGM-UHFFFAOYSA-N,C44H69NO12,804.03,inhibitor
P42345,MTOR,2,CC1=C(SC2=C1N=C(N=C2N3CCOCC3)C4=CN=C(N=C4)N)CN5CCN(CC5)C(=O)C(C)O,YOVVNQKCSKSHKT-UHFFFAOYSA-N,C23H30N8O3S,498.61,inhibitor
P42345,MTOR,2,C1COCCN1C2=NC(=NC(=N2)C3=CN=C(C=C3C(F)(F)F)N)N4CCOCC4,ADGGYDAFIHSYFI-UHFFFAOYSA-N,C17H20F3N7O2,411.39,inhibitor
P42345,MTOR,2,CC(C)(C#N)C1=NC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=NC#N)C)C5=CC(=C(N=C5)N)C(F)(F)F,VJLRLTSXTLICIR-UHFFFAOYSA-N,C27H20F3N9,527.51,inhibitor
P42345,MTOR,2,CC1CN(CCN1C(=O)C)C2=NC3=C(N2CC(F)(F)F)N=C(N=C3N4CCOCC4)C5=CN=C(N=C5)N,SOJJMSYMCLIQCZ-UHFFFAOYSA-N,C22H27F3N10O2,520.52,inhibitor
P42345,MTOR,2,CC1(C2=NC3=C(N2CCO1)N=C(N=C3N4CCOCC4)C5=CN=C(N=C5)N)C,LGWACEZVCMBSKW-UHFFFAOYSA-N,C18H22N8O2,382.43,inhibitor
P42345,MTOR,2,CC1=C(SC2=C1N=C(N=C2N3CCOCC3)C4=CN=C(N=C4)N)CN5CCN(CC5)S(=O)(=O)C,AKKCGLXULFRAET-UHFFFAOYSA-N,C21H28N8O3S2,504.64,inhibitor
P42345,MTOR,2,CC1=C2C=C(C(=O)N(C2=NC(=N1)N)C3CCC(CC3)OCCO)C4=CN=C(C=C4)OC,XDLYKKIQACFMJG-UHFFFAOYSA-N,C22H27N5O4,425.49,inhibitor
P42345,MTOR,2,CC1=NC=C(C=C1)C2=NC3=C4C(=CN=C3C=C2)N(C(=O)N4C5CCN(CC5)C(=O)C(C)O)C,GACQNUHFDBEIQH-UHFFFAOYSA-N,C24H26N6O3,446.51,inhibitor
P42345,MTOR,2,CCN1C2=C(C(=NC(=N2)C3=CC=C(C=C3)NC(=O)NC4=CC=C(C=C4)C(=O)N5CCN(CC5)C)N6CCOCC6)N=N1,ZAXFYGBKZSQBIV-UHFFFAOYSA-N,C29H34N10O3,570.66,inhibitor
P42345,MTOR,2,CC1COCCN1C2=NC(=NC(=N2)N3CCOCC3)C4=CN=C(C=C4C(F)F)N,SYKBZXMKAPICSO-UHFFFAOYSA-N,C18H23F2N7O2,407.43,inhibitor
P42345,MTOR,2,C1COCC[N+]1(COC(=O)CCC(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CO)C(=O)[O-])C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC=C4,SVNJBEMPMKWDCO-UHFFFAOYSA-N,C39H48N8O14,852.86,inhibitor
P42345,MTOR,2,CN(C)CCS(=O)(=O)N1CCN(CC1)C2=NC(=NC(=N2)N3C4=C(C(=CC=C4)OC)N=C3C(F)F)N5CCOCC5,MKRQBWZUYRPLDM-UHFFFAOYSA-N,C24H33F2N9O4S,581.65,inhibitor
P42345,MTOR,2,CC1=NC2=C(N=C(N=C2N1C(C)C)N3CCOCC3)C4=CN=C(N=C4)N,QYBGBLQCOOISAR-UHFFFAOYSA-N,C17H22N8O,354.42,inhibitor
P42345,MTOR,2,ClC1CCCC1/C=C2C(NN=C\2N)=O,VEZZIUCQTKHCPW-XQRVVYSFSA-N,C9H12ClN3O,213.67,inhibitor
P42345,MTOR,2,NC(N=C1)=NC=C1C2=NC(N3CCOCC3)=NC(C4=CC=C(CN5CCN(S(C)(=O)=O)CC5)S4)=N2,SMTGCTTVNRMZKO-UHFFFAOYSA-N,C21H27N9O3S2,517.64,inhibitor
P42345,MTOR,2,C1CN(CCC1N2C3=C(C=N2)C(=NC(=N3)C4=CC5=C(C=C4)NC=C5)N6CCOCC6)CC7=CN=CC=C7,FPEIJQLXFHKLJV-UHFFFAOYSA-N,C28H30N8O,494.60,inhibitor
P42345,MTOR,2,COC(=O)NC1=CC=C(C=C1)C2=NC3=C(C=NN3C4CCN(CC4)CC5=CN=CC=C5)C(=N2)N6CCOCC6,VDOCQQKGPJENHJ-UHFFFAOYSA-N,C28H32N8O3,528.62,inhibitor
P42345,MTOR,2,CC1=C(OC)C=C(N=C(OC=C2)C2=C3SC4=CC=C([N+]([O-])=O)C=C4)C3=C1,CICPQLOIWGKYPW-UHFFFAOYSA-N,C19H14N2O4S,366.40,inhibitor
P42345,MTOR,2,COC1=C(OC)C=C2C(N=C(OC=C3)C3=C2OC4=CC=CN=C4)=C1,DQRNTHCTHYSSPJ-UHFFFAOYSA-N,C18H14N2O4,322.32,inhibitor
P42345,MTOR,2,CC1=C(OC)C=C(N=C(OC=C2)C2=C3NC4=CC=C(C(C)=O)C=C4)C3=C1,DLMIRCFFCVFSJJ-UHFFFAOYSA-N,C21H18N2O3,346.39,inhibitor
P42345,MTOR,2,FC1=C(F)C=C(S(=O)(CC2=C(OC)N=CC(C3=CC=C(N=CC=C4C5=CN=NC=C5)C4=C3)=C2)=O)C=C1,BVUBWTXFBHARCF-UHFFFAOYSA-N,C26H18F2N4O3S,504.52,inhibitor
P42345,MTOR,2,CC(NC(S1)=NC=C1C2=CN=C(Cl)C(NS(=O)(C)=O)=C2)=O,AUBJOHYJWNMWBJ-UHFFFAOYSA-N,C11H11ClN4O3S2,346.82,inhibitor
P42345,MTOR,2,CC(NC(S1)=NC(C)=C1C2=CN=C(Cl)C(NS(=O)(C3=CC=CC=C3)=O)=C2)=O,VULGUOVYKQGGKY-UHFFFAOYSA-N,C17H15ClN4O3S2,422.92,inhibitor
P42345,MTOR,2,NC1=NC=CN2C1=C(C#CC3=CC=CC=C3)N=C2C4CCC4,AANYNPDCJWMSSH-UHFFFAOYSA-N,C18H16N4,288.35,inhibitor
P42345,MTOR,2,NC1=NC=CN2C1=C(C3=CC4=C(C=CC=C4)N3)N=C2C5CCC5,OGRNZGQPORCAMP-UHFFFAOYSA-N,C18H17N5,303.37,inhibitor
P42345,MTOR,2,NC1=NC=NC2C1C(C3=CC(C=CN4)=C4N=C3)=NN2C5CCCC5,SBCLCELXGBWEMD-UHFFFAOYSA-N,C17H19N7,321.39,inhibitor
P42345,MTOR,2,CC(C)N1C2=NC=NC(N)=C2C(C3=CC(C(NC4=NCCS4)=O)=CC=C3)=N1,WGYPOAXANMFHMT-UHFFFAOYSA-N,C18H19N7OS,381.47,inhibitor
P42345,MTOR,2,OC1=CC(C=C(C2=NN(C(C)C)C3=C2C(N)=NC=N3)N4)=C4C=C1,MFAQYJIYDMLAIM-UHFFFAOYSA-N,C16H16N6O,308.35,inhibitor
P42345,MTOR,2,CC(C)N1C2=NC=NC(N)=C2C(C3=CC(O)=C(Br)C=C3)=N1,ZLMVXCGWUJXFNP-UHFFFAOYSA-N,C14H14BrN5O,348.20,inhibitor
P42345,MTOR,2,CC(C)N1C2=NC=NC(N)=C2C(C3=CC(C=CN4)=C4N=C3)=N1,KTTGLAHMSDMRLJ-UHFFFAOYSA-N,C15H15N7,293.33,inhibitor
