Uniprot_Accession,Gene_Name,Classification,Confidence_Level,Similarity_Score,SMILES
P10415,BCL2,inhibitor,1,0.3935,O=C(NS(=O)(C1=CC=C(NC[C@@H]2OCCOC2)C([N+]([O-])=O)=C1)=O)C3=CC=C(N4CCN(CC(CC5)=C(C6=CC=C(Cl)C=C6)CC75CCC7)CC4)C=C3OC8=CN=C(NC=C9)C9=C8
P49137,MAPKAPK2,inhibitor,2,0.3935,O=C(NC1=NC(C(NC2CCN(CC(C)(C)C)CC2)=O)=CS1)C(C=C3)=CC(N45)=C3C=C4C(NCC65CCC6)=O
O15350,TP73,activator,1,0.3934,OC(C(OC)=C4)=C(OC)C=[C@@]4[C@@H]2C1=CC3=C(OCO3)C=C1[C@@H](NC6=NC(CC(N7CCOCC7)=C)=CS6)[C@@H](CO5)[C@@H]2[C@]5=O
P52732,KIF11,inhibitor,1,0.3934,CC(N1N=C(C2=CC(F)=CC=C2F)S[C@]([C@H](CCN)CO3)1C4=C3C=C(F)C(F)=C4)=O
P11388,TOP2A,inhibitor,1,0.3934,O=C1C2=C(C=CC(C)=C2)OC(N1C3)CC4=C3C5=CC(OC)=CC=C5N4
O15350,TP73,activator,1,0.3933,OC(C(OC)=C4)=C(OC)C=[C@@]4[C@@H]2C1=CC3=C(OCO3)C=C1[C@@H](NC6=NC(CC(O)=C)=CS6)[C@@H](CO5)[C@@H]2[C@]5=O
,tubulin,activator,1,0.3933,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC
P0C1S8,WEE2,inhibitor,3,0.3932,CC1(CC2=CN=C(N=C2C3=C1C(=NN3C)C(=O)NC)NC4=CC=C(C=C4)N5CCN(CC5)C)C
O15392,BIRC5,inhibitor,1,0.3932,CC1(CC2=CN=C(N=C2C3=C1C(=NN3C)C(=O)NC)NC4=CC=C(C=C4)N5CCN(CC5)C)C
P06493,CDK1,inhibitor,1,0.3932,CC1(CC2=CN=C(N=C2C3=C1C(=NN3C)C(=O)NC)NC4=CC=C(C=C4)N5CCN(CC5)C)C
P11802,CDK4,inhibitor,1,0.3932,CC1(CC2=CN=C(N=C2C3=C1C(=NN3C)C(=O)NC)NC4=CC=C(C=C4)N5CCN(CC5)C)C
P24941,CDK2,inhibitor,1,0.3932,CC1(CC2=CN=C(N=C2C3=C1C(=NN3C)C(=O)NC)NC4=CC=C(C=C4)N5CCN(CC5)C)C
P30291,WEE1,inhibitor,1,0.3932,CC1(CC2=CN=C(N=C2C3=C1C(=NN3C)C(=O)NC)NC4=CC=C(C=C4)N5CCN(CC5)C)C
O60885,BRD4,inhibitor,1,0.3932,CCN(C1=O)C2=CC=C(S(N3CCC[C@@H](O)C3)(=O)=O)C4=C2C1=CC=C4
P04637,TP53,inhibitor,1,0.3931,O=C(C(C=C(F)C=C1)=C1N2)N(C(C(OC)=O)C3=CC=C(Cl)C=C3)C(C4=CC=C(Cl)C=C4)C2=S
Q00987,MDM2,inhibitor,1,0.3931,O=C(C(C=C(F)C=C1)=C1N2)N(C(C(OC)=O)C3=CC=C(Cl)C=C3)C(C4=CC=C(Cl)C=C4)C2=S
P49841,GSK3B,inhibitor,2,0.393,COC1=C(C=CC(=C1)C=CC(=CC(=O)C=CC2=CC=C(C=C2)OCC3=CC=CC=C3)O)O
P06493,CDK1,inhibitor,1,0.393,O=C(C1)C2=C(NC(C)(C3=C(C)NC(CC(C4=CC=CC=C4)C5)=C3C5=O)C2=O)CC1C6=CC=CC=C6
O15350,TP73,inhibitor,1,0.3929,OC(C(OC)=C4)=C(OC)C=[C@@]4[C@@H]2C1=CC3=C(OCO3)C=C1[C@@H](NC6=NC(CC(NC7CCCCC7)=C)=CS6)[C@@H](CO5)[C@@H]2[C@]5=O
P49841,GSK3B,inhibitor,2,0.3929,COC(=O)C1=CC=CC(=C1)CN2C(=O)CC(SC3=CC=CC=C32)C4=CC=CC=C4
Q13535,ATR,inhibitor,2,0.3929,CCNC1=CN=C2C(=C1C3=NC(=C4C(=N3)N5C(COCC5CO4)C)C(C)(C)S(=O)(=O)C)C=CN2
O00329,PIK3CD,inhibitor,2,0.3929,O=C(C1CC1)N2CCCC(C(N3)=O)2C4=C3N=CC(C5=CC=C6C(N=CC=N6)=C5)=C4
Q13153,PAK1,inhibitor,3,0.3929,CC1(CCCC2(C1CCC(=C)C2CC=C(CC=O)C=O)C)C
O15350,TP73,inhibitor,1,0.3928,OC(C(OC)=C4)=C(OC)C=[C@@]4[C@@H]2C1=CC3=C(OCO3)C=C1[C@@H](NC6=NC(CC(NC7CCCC7)=C)=CS6)[C@@H](CO5)[C@@H]2[C@]5=O
Q13535,ATR,inhibitor,2,0.3928,O=C(OC1)N(C2=CC=CC(C(F)(F)F)=C2)C3=C1C=NC4=CC=C(C5=CC=C(N)N=C5)C=C43
P31350,RRM2,inhibitor,1,0.3928,CC1=C(C(=O)C=CO1)[O-].CC1=C(C(=O)C=CO1)[O-].CC1=C(C(=O)C=CO1)[O-].[Ga+3]
P10415,BCL2,inhibitor,1,0.3927,OC1=C(C(C=C(C2=CC=C(O)C(O)=C2)O3)=O)C3=C(OC)C(O)=C1
P11388,TOP2A,inhibitor,1,0.3927,O=C1OC[C@H]2[C@H]1[C@H](C3=CC(OC)=C(O)C(OC)=C3)C4=CC5=C(OCO5)C=C4[C@H]2NC(CN6CCN(C(CCCC7=CC=C(C(CCCl)CCCl)C=C7)=O)CC6)=O
P53350,PLK1,inhibitor,1,0.3926,OC1=CC=C(/C=C2C(C(C3=C4C(/C(C3=O)=C\C5=CC=C(O)C=C5)=NC6=C4C=CC=C6)=C7C/2=CC8=C7C=CC=C8)=O)C=C1
,tubulin,activator,1,0.3926,CSC1=CC=C(C=C1)COC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])N3CCOCC3
O00329,PIK3CD,inhibitor,2,0.3925,O=C1N(C2=CC=CC=C2)C([C@H]3N(C4=NC(N)=NC=C4C(C)=O)CC3)=NN5C1=C(Cl)C=C5
P33527,ABCC1,inhibitor,2,0.3925,CC1(C=CC2=C(O1)C=CC(=C2O)C3=COC4=CC(=CC(=C4C3=O)O)O)C
Q07817,BCL2L1,inhibitor,1,0.3925,O=C(NC1=NC(C=CC=C2)=C2S1)C3=CC=CC4=C3CN(C5=CC=C(C6=C(C)C(CC7(C[C@H]8C9)C[C@H]9CC(C8)C7)N=C6)C(C(O)=O)=N5)CC4
,tubulin,activator,1,0.3925,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O
,tubulin,activator,1,0.3925,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
P11388,TOP2A,inhibitor,1,0.3925,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
Q96EB6,SIRT1,activator,3,0.3924,O=C(C1=CC=C(C=CC=C2)C2=C1)NC3=CC=CC=C3C4=NC5=CC(CN6CCN(C7CCCCC7)CC6)=CC=C5O4
,tubulin,inhibitor,1,0.3924,C1=CC=C(C(=C1)C(=O)NN=CC2=C(C=C(C=C2)O)O)NC(=O)C3=CC=CO3
P11388,TOP2A,inhibitor,1,0.3923,O=C1C=C2OC3=CC(C(N[C@H](C(O)=O)CCCCN)=O)=CC=C3N=C2C4=C1N=CC=C4
P11388,TOP2A,inhibitor,1,0.3922,O=C1C2=C(C=CC=N2)C3=NC4=CC=C(C(NCCCC[C@@H](C(O)=O)N)=O)C=C4OC3=C1
P37231,PPARG,activator,2,0.3921,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
P42345,MTOR,inhibitor,2,0.3921,CN1C2=CN=C3C=CC(=CC3=C2N(C1=O)C4=CC(=C(C=C4)N5CCNCC5)C(F)(F)F)C6=CN=C(C=C6)OC.C(=CC(=O)O)C(=O)O
P33527,ABCC1,inhibitor,2,0.3921,O=C1C(O)=C(OC2=CC(O)=CC(O)=C21)C3=CC(OC)=C(O)C=C3
P11388,TOP2A,inhibitor,1,0.392,CNC1CN(CC1OC)C2=NC3=C(C=C2)C(=O)C(=CN3C4=NC=CS4)C(=O)O
Q13535,ATR,inhibitor,2,0.3919,BrC1=CC=C2C(C(N(C3=CC=CC(C(F)(F)F)=C3)C(OC4)=O)=C4C=N2)=C1
O00329,PIK3CD,inhibitor,2,0.3919,O=C1C=CC(OC2=CC=C(C3=CC=CN=C3)C=C24)=C4N1C5=CC=CC(NC(C=C)=O)=C5
Q9NYY3,PLK2,inhibitor,1,0.3919,CCC1C(=O)N(C2=CN=C(N=C2N1C(C)C)NC3=C(C=C(C=C3)C(=O)NC4CCC(CC4)N5CCN(CC5)CC6CC6)OC)C
P53350,PLK1,inhibitor,1,0.3919,CC[C@@H]1C(=O)N(C2=CN=C(N=C2N1C(C)C)NC3=C(C=C(C=C3)C(=O)NC4CCC(CC4)N5CCN(CC5)CC6CC6)OC)C
P53350,PLK1,inhibitor,1,0.3919,CCC1C(=O)N(C2=CN=C(N=C2N1C(C)C)NC3=C(C=C(C=C3)C(=O)NC4CCC(CC4)N5CCN(CC5)CC6CC6)OC)C
P31749,AKT1,inhibitor,1,0.3919,C1=CC(=CC=C1C2=CNN=C2)C(CN)(C3=CC=C(C=C3)Cl)O
P31749,AKT1,inhibitor,1,0.3919,ClC1=CC=C([C@](C2=CC=C(C3=CNN=C3)C=C2)(O)CN)C=C1
O60885,BRD4,inhibitor,1,0.3919,CN(C(C=N1)=C(N(C(C)C)[C@@H]2CC)N=C1NC3=C(OC)C=C(C(N[C@@H]4CC[C@@H](N5CCN(CC6CC6)CC5)CC4)=O)C=C3)C2=O
P11388,TOP2A,inhibitor,1,0.3919,O=C1C2=C(C=CC(OC)=C2)SC(N1C3)CC4=C3C5=CC(O)=CC=C5N4
P61073,CXCR4,inhibitor,2,0.3918,FC1=CC(NCC2=CN=C(CNC3=CC=CC(F)=C3)C=C2)=CC=C1
P33527,ABCC1,inhibitor,2,0.3918,O=C(C(OC)=C(OC1=CC(OC)=C2)C3=CC=C(OC)C=C3)C1=C2OC
O00418,EEF2K,inhibitor,2,0.3917,C1=CC=C2C(=C1)C=C(C(=O)O2)C(=O)C=CC3=CC=C(C=C3)O
O60885,BRD4,inhibitor,1,0.3917,OC1=CC=CC(C2=C(C3=CC=NC=C3)NC(C4=CC=CC=C4)=N2)=C1
O14974,PPP1R12A,inhibitor,3,0.3915,O=C(C2=C(OC)C=C(O)C=C2O)/C=C/C1=CC=CC=C1
O14974,PPP1R12A,inhibitor,3,0.3915,COC1=CC(=CC(=C1C(=O)C=CC2=CC=CC=C2)O)O
P49841,GSK3B,inhibitor,2,0.3915,COC1=CC=C(C=C1)N2C3=CC=CC=C3C(=C2O)C4=C5C=CC=CC5=NC4=O
,tubulin,inhibitor,1,0.3915,COC1=C(C=C(C=C1)C2C(C(=O)N2C3=CC(=C(C(=C3)OC)OC)OC)OC4=CC=CC=C4)O
O43683,BUB1,inhibitor,3,0.3914,COC(C(NC4=CC=NC=C4)=N3)=CN=C3C1=NN(CC5=C(F)C=C(OCC)C=C5F)C2=C1CCC2
O14757,CHEK1,inhibitor,1,0.3914,CN(C(C)=C1C2=CSC(/N=C3N(C4=CC=C([N+]([O-])=O)C=C4)N=C(C(OCC)=O)S/3)=N2)N(C5=CC=CC=C5)C1=O
O00329,PIK3CD,inhibitor,2,0.3914,O=C(N(C1=CC=CC=C1)C([C@@H](NC2=C(C=C(C#N)C=C3)C3=NC=N2)CC)=C4)C5=C4C=CC=C5C6=CN=C(N=C6)C
Q92831,KAT2B,inhibitor,2,0.3913,O=C1N(C2=CC=C(F)C(Cl)=C2)SC=C1
O14965,AURKA,inhibitor,1,0.3912,CCOC1=CC=C2C(SC(C)=N2)=C1
P11388,TOP2A,inhibitor,1,0.3912,O=C1OC[C@H]2[C@H]1[C@H](C3=CC(OC)=C(O)C(OC)=C3)C4=CC5=C(OCO5)C=C4[C@H]2NC(CN6CCN(C(OC(C)(C)C)=O)CC6)=O
P49841,GSK3B,inhibitor,2,0.3911,CN1C=C(C2=C1C=CC(=C2)I)C3=C(C(=O)NC3=O)C4=COC5=CC=CC=C54
Q13535,ATR,inhibitor,2,0.3911,CC1COCC2N1C3=NC(=NC(=C3OC2)C(C)(C)S(=O)(=O)C)C4=C5C=CNC5=NC=C4NC
P10415,BCL2,inhibitor,1,0.3911,CC1(CCC(=C(C1)C2=CC=C(C=C2)Cl)CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)NS(=O)(=O)C5=CC(=C(C=C5)NCC6CCOCC6)[N+](=O)[O-])OC7=CN=C8C(=C7)C=CN8)C
P10415,BCL2,inhibitor,1,0.3911,O=C(NS(=O)(C1=CC=C(NCC2CCOCC2)C([N+]([O-])=O)=C1)=O)C3=CC=C(N4CCN(CC5=C(C6=CC=C(Cl)C=C6)CC(C)(C)CC5)CC4)C=C3OC7=CN=C(NC=C8)C8=C7
Q07812,BAX,inhibitor,3,0.3911,CC1(CCC(=C(C1)C2=CC=C(C=C2)Cl)CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)NS(=O)(=O)C5=CC(=C(C=C5)NCC6CCOCC6)[N+](=O)[O-])OC7=CN=C8C(=C7)C=CN8)C
,tubulin,activator,1,0.3911,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
,tubulin,inhibitor,1,0.3911,CC1=NC2=C(C(=N1)N3CCCC4=C3C=CC(=C4)OC)NC=C2CC5=CC=CC=C5
P16152,CBR1,inhibitor,2,0.391,C1=CC(=CC=C1C2=C(C=C(C=C2)C3=NNN=N3)Cl)N4C=CN=C4
O00329,PIK3CD,inhibitor,2,0.391,O=S(NC1=CC(C2=CNC3=NC=NC(N[C@H](C(N(C4=O)C5=CC=CC=C5)=CC6=C4C(C)=CC=C6)C)=C32)=CC=C1)(C)=O
O00329,PIK3CD,inhibitor,2,0.391,FC1=CC(N2C([C@@H](NC3=NC=NC4=C3N=CS4)C)=CC5=CC=CC(C6=CN(C)N=C6)=C5C2=O)=CC=C1
Q9HC98,NEK6,inhibitor,3,0.391,O=C1C2=C(NC(N=C(N)NC3=O)=C3C2C4=CC=CC=C4)C5=CC=CC=C51
O43474,KLF4,inhibitor,1,0.3909,CC(C)C1CCC2(C1C3CCC4C(C3(CC2)C)(CCC5C4(C=C(C(=O)C5(C)C)C#N)C)C)C(=O)OC
Q00535,CDK5,inhibitor,3,0.3908,OC1=C(C(CCCC/C=C\CC(OC)/C=C/C=C\C/C=C\CC)=O)C(O)=CC(O)=C1
Q00535,CDK5,inhibitor,3,0.3908,OC1=C(C(CCCC/C=C\C/C=C/C=C/C(OC)C/C=C\CC)=O)C(O)=CC(O)=C1
O15350,TP73,inhibitor,1,0.3907,OC(C(OC)=C4)=C(OC)C=[C@@]4[C@@H]2C1=CC3=C(OCO3)C=C1[C@@H](NC6=NC(CC(NC7CC7)=C)=CS6)[C@@H](CO5)[C@@H]2[C@]5=O
P10415,BCL2,inhibitor,1,0.3907,ClC1=CC=C(C=C1)C2=C(CN3CCN(CC3)C4=CC=C(C(NS(=O)(C5=CC=C(NCCCCCCCC(NO)=O)C([N+]([O-])=O)=C5)=O)=O)C(OC6=CC7=C(N=C6)NC=C7)=C4)CCC(C2)(C)C
P10415,BCL2,inhibitor,1,0.3907,O=C(NS(=O)(C1=CC=C(NCCCCCC(NO)=O)C([N+]([O-])=O)=C1)=O)C2=CC=C(N3CCN(CC4=C(C5=CC=C(Cl)C=C5)CC(C)(C)CC4)CC3)C=C2OC6=CN=C(NC=C7)C7=C6
P10415,BCL2,inhibitor,1,0.3907,O=C(NS(=O)(C1=CC=C(NCCCCCCCC(NO)=O)C([N+]([O-])=O)=C1)=O)C2=CC=C(N3CCN(CC4=C(C5=CC=C(Cl)C=C5)CC(C)(C)CC4)CC3)C=C2OC6=CN=C(NC=C7)C7=C6
P52732,KIF11,allosteric regulator,1,0.3907,O=C(C1=CC=C(N)C=C1)N(CC2)C(C3=CC=CC(O)=C3)C4=C2C5=CC=C(Cl)C=C5N4
P11388,TOP2A,inhibitor,1,0.3907,O=C1C2=C(C=CC(Cl)=C2)SC(N1C3)CC4=C3C5=CC(O)=CC=C5N4
Q9H4B4,PLK3,inhibitor,3,0.3906,CC(N(CC1=CC=CC=C1)C=C2)C3=C2C4=CC=C(OCC5=CC=CC=C5)C=C4N3CC6=CC=CC=C6
P11388,TOP2A,inhibitor,1,0.3906,CS(=O)C.C1=C[NH+]=CN1.C1=CN=CN1.[Cl-].[Cl-].[Cl-].[Cl-].[Ru+3]
P11388,TOP2A,inhibitor,1,0.3905,O=C1C=C(C)OC2=CC(OC[C@@H]3CO3)=CC(OC[C@H]4CO4)=C21
O00329,PIK3CD,inhibitor,2,0.3904,O=C1N(C2=CC=CC=C2)C([C@@H](NC3=C(N=C(CN4CCN(S(=O)(C)=O)CC4)N5)C5=NC=N3)CC)=NC6=CC=CC(F)=C61
P49137,MAPKAPK2,inhibitor,2,0.3904,O=C(NCC12CNCCC1)C3=C2NC(C4=CC=NC(NC(C5=CC(C=CC=C6)=C6C=C5)=O)=C4)=C3
P49841,GSK3B,inhibitor,2,0.3903,CCN(CC)C(=O)ON=C1C2=CC=CC=C2N=C1C3=C(NC4=C3C=CC(=C4)Br)O
Q07817,BCL2L1,inhibitor,1,0.3903,O=C(NC1=NC(C=CC=C2)=C2S1)C3=CC=CC4=C3CN(C5=NC(C(O)=O)=C(CCCOC6=C(F)C=C(C#CCN(C)C)C=C6)S5)CC4
P31749,AKT1,inhibitor,1,0.3903,ClC1=CC=C(C=C1)C2(CCNCC2)C3=CC=C(C=C3)C4=CNN=C4.[H]Cl.[H]Cl
P52732,KIF11,inhibitor,1,0.3903,CC(C)(C)C1=CC2=CC(=C(C=C2C=C1)C#N)C#N
P11388,TOP2A,inhibitor,1,0.3903,O=C1OC[C@H]2[C@H]1[C@H](C3=CC(OC)=C(O)C(OC)=C3)C4=CC5=C(OCO5)C=C4[C@H]2NC(CN6CCN(CCCCCCCCN7CCN(CC(C[C@@H]8C(C=C(OCO9)C9=C%10)=C%10[C@@H](C%11=CC(OC)=C(O)C(OC)=C%11)[C@@H]%12[C@@H]8COC%12=O)=O)CC7)CC6)=O
Q13177,PAK2,inhibitor,3,0.3902,CN(C)C(=O)N1CCC(C1)N=C2C3=C(C=CC(=C3)Cl)N(C4=C(N2)C=C(C=C4)F)CC(F)F
P37231,PPARG,activator,2,0.3902,CC1=C(N=C(O1)C2=CC=C(C=C2)C(F)(F)F)COC3=CC=C(C=C3)S(=O)(=O)N4C(CC5=CC=CC=C54)C(=O)O
P04637,TP53,inhibitor,1,0.3901,O=C(NC(C)(C)C)[C@@H](N(C=O)CC1=CC=C(OCC2=CC=C(Cl)C=C2)C=C1)C3=C(C(O)=O)NC4=CC(Cl)=CC=C43
Q00987,MDM2,inhibitor,1,0.3901,O=C(NC(C)(C)C)[C@@H](N(C=O)CC1=CC=C(OCC2=CC=C(Cl)C=C2)C=C1)C3=C(C(O)=O)NC4=CC(Cl)=CC=C43
P10415,BCL2,inhibitor,1,0.3901,O=C(NS(=O)(C1=CC=C(NCCCCCCC(NO)=O)C([N+]([O-])=O)=C1)=O)C2=CC=C(N3CCN(CC4=C(C5=CC=C(Cl)C=C5)CC(C)(C)CC4)CC3)C=C2OC6=CN=C(NC=C7)C7=C6
P06493,CDK1,inhibitor,1,0.3901,O=C1NC2=CC=CC=C2/C1=C\C3=C(C)NC(C(OCC)=O)=C3C
P11388,TOP2A,inhibitor,1,0.3901,O=C1C2=C(C=CC(O)=C2)SC(N1C3)CC4=C3C5=CC(O)=CC=C5N4
Q00987,MDM2,inhibitor,1,0.39,FC1=C(Cl)C=CC(CC(NC2CCCC2)=O)=C1N3C(C4CCCCC4)=NC(C5=NN=C(N)O5)=C3C6=CC(Cl)=C(F)C=C6
P33527,ABCC1,inhibitor,2,0.39,FC1=CC=C(C=C1F)CCN(CC2)CCN2C3=NC=NC4=C3N(C5=C4C(C(N)=O)=CC=C5)CC(OCC)=O
P06730,EIF4E,inhibitor,1,0.39,C1=CC=C(C=C1)C2=CC(=CC3=CC=C(O3)C4=CC=C(C=C4)[N+](=O)[O-])C(=O)N2C5=CC=C(C=C5)C(=O)O
Q09472,EP300,inhibitor,1,0.3899,O=C1C(NC(C2=CC=C(O)C(C/C=C(C)/C)=C2)=O)C(O)C3=CC=C(O[C@@H]4CC(C)(C)[C@H](OC)[C@@H](OC(N)=O)[C@H]4O)C(C)=C3O1
O60885,BRD4,inhibitor,1,0.3898,CN1CCC(NC(C2=CC(OC)=C(NC3=NC(N(C4CCCC4)[C@H](C)C(N5C)=O)=C5C=C3)C=C2)=O)CC1
O00329,PIK3CD,inhibitor,2,0.3897,NC1=C(C#N)C(N2CCC[C@H]2C(N3C4=CC=CC=C4)=NC5=CC=CC(C6=CC=C(C=C6)OC)=C5C3=O)=NC(N)=N1
O60885,BRD4,inhibitor,1,0.3897,CCN(C1=O)C2=CC=C(S(N3CCC[C@@H]3O)(=O)=O)C4=C2C1=CC=C4
P52732,KIF11,allosteric regulator,1,0.3896,CCCCN1C(=O)C2CC3=C(C(N2C1=O)C4=CC(=CC=C4)O)NC5=CC=CC=C35
Q13535,ATR,inhibitor,2,0.3895,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3COC2=O)C5=CC6=CC=CC=C6N=C5
P33527,ABCC1,inhibitor,2,0.3895,CC1(C=CC2=C(C=CC(=C2O1)C3=COC4=CC(=CC(=C4C3=O)O)O)O)C
P11388,TOP2A,inhibitor,1,0.3894,O=C(C1=CC=CC(C(N2N=NC(C3=CC=C(CCC)C=C3)=C2)CO4)=C1C4=C5Br)C5=O
P49841,GSK3B,inhibitor,2,0.3893,CN1C=C(C2=C1C=CC(=C2)Br)C3=C(C(=O)NC3=O)C4=COC5=CC=CC=C54
P16152,CBR1,inhibitor,2,0.3893,COC1=CC2=C(C(=C1)OC)C(=O)C(=C(O2)C3=CC=CC=C3)OC
O00329,PIK3CD,inhibitor,2,0.3893,O=C(C1=CN=C(N)N=C1)NC2=NC3=C(OC)C(OCCCN4CCOCC4)=CC=C3C5=NCCN25
,tubulin,inhibitor,1,0.3893,COC1=C(C=C(C=C1)C=CC(=O)C2=CC(=C(C(=C2)OC)OC)OC)O
O15379,HDAC3,inhibitor,1,0.3892,CC1=CC=C(C(NCCCCCC(NC2=CC=C(F)C=C2N)=O)=O)C=C1
Q9Y297,BTRC,activator,3,0.3891,O=C1C(C(NC2=CC(C(O)=O)=CC=C2)=O)=C(OC3=C(Cl)C=CC=C3Cl)C=C(C(F)(F)F)N1
P26358,DNMT1,inhibitor,2,0.3891,O=C1C(Br)([N+]([O-])=O)C(C2=C([N+]([O-])=O)C=CC(OC)=C2)OC3=CC=CC=C31
Q14680,MELK,inhibitor,1,0.389,CN1CCN(CC(N(C)C2=CC=C(N/C(C5=CC=CC=C5)=C4/C3=CC=C(C(NCCN(C)C)=O)C=C3NC4=O)C=C2)=O)CC1
O00329,PIK3CD,inhibitor,2,0.389,FC(F)(F)[C@H](NC1=C2C(C=CC=N2)=NC=N1)C3=CC4=CC=CC(Cl)=C4N=C3C5=CC=C[N+]([O-])=C5
O00329,PIK3CD,inhibitor,2,0.389,C[C@H](NC1=C(N=CN2)C2=NC=N1)C3=NC4C=CC=C(Cl)C4S([O])([O])N3C5=CC=CC=C5
P33527,ABCC1,inhibitor,2,0.389,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O
Q6RVA0,MDR1,inhibitor,2,0.3889,O=C1C2=C(CCC1)NC(C)=C(C(OCC3=CC=CN=C3)=O)C2C4=C([N+]([O-])=O)C=CC=C4
,tubulin,inhibitor,1,0.3888,COC1=CC=C(C=C1)CNC(=O)C2=CC=CC=C2NC(=O)C3=CC=CO3
O43683,BUB1,inhibitor,3,0.3887,CC1=C(C3CC3)N(CC4=C(F)C=C(OCC)C=C4F)N=C1C2=NC=C(OC)C(NC5=CC=NC=C5)=N2
P04637,TP53,inhibitor,1,0.3887,O=C([C@H](C1=CC=C(Cl)C=C1)N([C@H](C)C2=C(N)C=C(Cl)C=C2)C(C3=C4C=CC(I)=C3)=O)N4CCCN5CCN(C)CC5
Q00987,MDM2,inhibitor,1,0.3887,O=C([C@H](C1=CC=C(Cl)C=C1)N([C@H](C)C2=C(N)C=C(Cl)C=C2)C(C3=C4C=CC(I)=C3)=O)N4CCCN5CCN(C)CC5
P11802,CDK4,inhibitor,1,0.3887,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C
P11802,CDK4,inhibitor,1,0.3887,CC(C1=C(N2C3CCCC3)N=C(NC4=CC=C(N5CCNCC5)C=N4)N=C1)=C(C(C)=O)C2=O
P11802,CDK4,inhibitor,1,0.3887,O=C(C(C(C)=O)=C1C)N(C2CCCC2)C3=C1C=NC(NC4=CC=C(N5CCNCC5)C=N4)=N3
Q00534,CDK6,inhibitor,1,0.3887,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C
Q00534,CDK6,inhibitor,1,0.3887,CC(C1=C(N2C3CCCC3)N=C(NC4=CC=C(N5CCNCC5)C=N4)N=C1)=C(C(C)=O)C2=O
Q00534,CDK6,inhibitor,1,0.3887,O=C(C(C(C)=O)=C1C)N(C2CCCC2)C3=C1C=NC(NC4=CC=C(N5CCNCC5)C=N4)=N3
P49841,GSK3B,inhibitor,2,0.3886,C1=CC(=CC(=C1)NC(=O)C2=CC(=CC(=C2)N)N)C(F)(F)F
O14757,CHEK1,inhibitor,1,0.3886,CC1=C(C=C([Se]1)C=C2C3=C(C=C(C=C3)C4=CC(=C(C=C4)O)OC)NC2=O)C(=O)NCCN5CCCC5
P36507,MAP2K2,inhibitor,1,0.3886,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5
P25025,CXCR2,inhibitor,1,0.3886,CCC(C1=CC(=CO1)C(C)C)NC2=C(C(=O)C2=O)NC3=CC=CC(=C3O)C(=O)N(C)C
Q9H4B4,PLK3,inhibitor,3,0.3886,CC(N(CC1=CC=CC=C1)C=C2)C3=C2C4=CC=C(OCC5=CC=C(F)C=C5)C=C4N3CCCC6=CC=CC=C6
P33527,ABCC1,inhibitor,2,0.3885,O=C1C(OC)=C(OC2=CC(O)=CC(O)=C21)C3=CC=CC=C3
O60885,BRD4,inhibitor,1,0.3885,ClC1=CC=C(C2=N[C@@H](CC(NC3=CC=C(O)C=C3)=O)C4=NN=C(C)N4C5=C2C(C)=C(C)S5)C=C1
,tubulin,inhibitor,1,0.3884,COC1=C(C=C(C=C1)C2CC2C3=CC(=C(C(=C3)OC)OC)OC)O
O14965,AURKA,inhibitor,1,0.3882,OC1=CC=C(SC2=CC=C(O)C=C2)C=C1
P53350,PLK1,inhibitor,1,0.3882,CN1CCC(CC1)NC(=O)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(CC(C(=O)N4C)(F)F)C5CCCC5)OC
